0,-0.0362244,-1.05051,-0.217346,0
0.0176237,-0.0362244,-1.05309,-0.214759,0
0.0341237,-0.0388118,-1.05531,-0.209953,0
0.0507714,-0.0384422,-1.05721,-0.205835,0
0.0675497,-0.0407128,-1.05884,-0.202304,0
0.0848557,-0.0400716,-1.05765,-0.201866,0
0.101878,-0.039522,-1.04887,-0.198902,0
0.118609,-0.0390509,-1.03875,-0.193775,0
0.135405,-0.0386471,-1.02749,-0.18938,0
0.152206,-0.0408885,-1.01526,-0.183025,0
0.169014,-0.0402222,-1.00218,-0.174991,0
0.18582,-0.039651,-0.990972,-0.170692,0
0.203283,-0.0391615,-0.981365,-0.164419,0
0.219614,-0.0387419,-0.97313,-0.161631,0
0.235995,-0.0357948,-0.966072,-0.161828,0
0.252821,-0.0332687,-0.957434,-0.159409,0
0.269746,-0.0311035,-0.952618,-0.162511,0
0.286543,-0.0292476,-0.94849,-0.159995,0
0.30335,-0.0276568,-0.947539,-0.157838,0
0.320201,-0.0262933,-0.946724,-0.153402,0
0.336972,-0.027712,-0.946025,-0.149599,0
0.353773,-0.0289281,-0.945426,-0.148928,0
0.370604,-0.0325579,-0.947501,-0.150939,0
0.387394,-0.0330816,-0.946691,-0.152664,0
0.404192,-0.0335306,-0.94341,-0.151554,0
0.4213,-0.0365029,-0.940597,-0.145428,0
0.437978,-0.0364631,-0.940774,-0.129828,0
0.454884,-0.0312541,-0.938338,-0.121631,0
0.471882,-0.0164394,-0.93625,-0.122367,0
0.488654,-0.00374109,-0.942222,-0.128173,0
0.505385,0.00973062,-0.942167,-0.135737,0
0.523193,0.0135154,-0.942119,-0.126696,0
0.539764,0.00640976,-0.934316,-0.111184,0
0.556504,0.00290662,-0.930215,-0.103063,0
0.572407,0.0102538,-0.9267,-0.101277,0
0.58955,0.0243137,-0.928862,-0.104921,0
0.606123,0.0311901,-0.930715,-0.108045,0
0.623041,0.0344967,-0.927128,-0.108134,0
0.639772,0.037331,-0.921467,-0.105624,0
0.656434,0.0397604,-0.914026,-0.103472,0
0.67354,0.0392552,-0.912824,-0.104215,0
0.690424,0.0388222,-0.911793,-0.102264,0
0.707133,0.0384511,-0.91091,-0.100592,0
0.724166,0.038133,-0.910153,-0.0965719,0
0.74095,0.0352729,-0.906916,-0.0905383,0
0.757718,0.0328214,-0.901554,-0.0879541,0
0.774638,0.0255451,-0.891784,-0.0883265,0
0.791455,0.0244833,-0.888584,-0.0912332,0
0.808187,0.0261606,-0.885841,-0.101487,0
0.824983,0.0327732,-0.886078,-0.107688,0
0.841781,0.0384411,-0.886281,-0.107829,0
0.859432,0.0407119,-0.881279,-0.113125,0
0.875833,0.0504206,-0.892517,-0.107314,0
0.89292,0.0587424,-0.907325,-0.0971581,0
0.909012,0.0684628,-0.922605,-0.0936282,0
