0,-0.117857,-1.00601,-0.177994,11
0.0466141,-0.132886,-1.00131,-0.17267,10
0.101793,-0.153261,-0.981153,-0.16717,10
0.158559,-0.170405,-0.938236,-0.156144,8
0.212916,-0.178711,-0.878532,-0.147066,7
0.270674,-0.159857,-0.812099,-0.145885,6
0.32725,-0.111533,-0.740766,-0.137103,4
0.381719,-0.0400498,-0.688774,-0.130747,3
0.435441,0.0564308,-0.674542,-0.139975,3
0.493862,0.172286,-0.714598,-0.179748,4
0.550146,0.275456,-0.791487,-0.240584,7
0.603925,0.353164,-0.892622,-0.316154,10
0.660707,0.394861,-1.0056,-0.392066,13
0.716162,0.386745,-1.11162,-0.466742,16
0.77084,0.322839,-1.2136,-0.532586,18
0.831324,0.222072,-1.29189,-0.57608,19
0.882679,0.10534,-1.33666,-0.599649,19
0.937413,-0.030976,-1.35213,-0.612909,19
0.995209,-0.162799,-1.31764,-0.601699,19
1.04953,-0.271783,-1.23028,-0.565289,18
1.10761,-0.336802,-1.10759,-0.498307,16
1.16142,-0.354481,-0.979741,-0.419238,13
1.21811,-0.331862,-0.853461,-0.337953,9
1.27178,-0.266832,-0.746911,-0.261778,5
1.32865,-0.156357,-0.670713,-0.17677,3
1.38582,-0.0172941,-0.652646,-0.109785,2
1.44053,0.126016,-0.699016,-0.0769345,3
1.49618,0.239674,-0.786742,-0.0715119,4
1.55174,0.284461,-0.869538,-0.084584,7
1.60677,0.26221,-0.919029,-0.0841804,8
