-0.0946835,-0.914418,-0.138348,12
-0.0836063,-0.849053,-0.125396,12
-0.0571416,-0.784697,-0.113796,13
-0.00838086,-0.719737,-0.0986156,13
0.0533286,-0.664812,-0.0870898,12
0.121491,-0.615819,-0.0745972,12
0.206631,-0.588037,-0.0675584,11
0.289171,-0.5771,-0.0652648,11
0.37319,-0.574714,-0.0705551,13
0.435968,-0.57457,-0.0806056,14
0.473428,-0.585922,-0.0962771,16
0.486717,-0.624169,-0.122416,18
0.489415,-0.694658,-0.170265,19
0.487256,-0.77596,-0.233582,19
0.477697,-0.867536,-0.304105,19
0.455338,-0.959159,-0.357082,19
0.409161,-1.00804,-0.394926,19
0.330182,-1.01069,-0.414232,19
0.229383,-0.94834,-0.385851,19
0.125836,-0.840804,-0.322136,19
0.0277219,-0.741872,-0.257135,19
-0.024305,-0.657058,-0.175215,19
0.0374801,-0.613836,-0.107587,18
0.151673,-0.598816,-0.0639035,16
0.248475,-0.594752,-0.0404683,14
0.298269,-0.593314,-0.0305578,12
0.312164,-0.595467,-0.024831,10
0.312164,-0.604673,-0.0250474,9
0.312164,-0.629859,-0.0270295,8
0.311426,-0.690486,-0.0352773,8
