-0.0345981,-1.00405,-0.328563,10
-0.0367857,-1.02626,-0.334841,10
-0.039063,-1.05365,-0.342114,10
-0.0408572,-1.08489,-0.349625,10
-0.0407612,-1.11801,-0.353385,10
-0.0402574,-1.16084,-0.359295,10
-0.0393002,-1.21127,-0.366633,10
-0.039491,-1.26566,-0.372882,11
-0.043325,-1.32329,-0.380071,12
-0.0453241,-1.37946,-0.38803,12
-0.0467077,-1.42868,-0.403466,13
-0.0498685,-1.46272,-0.420963,13
-0.0530406,-1.47378,-0.43009,13
-0.0550402,-1.47295,-0.433717,13
-0.0571795,-1.46303,-0.432107,12
-0.056177,-1.44714,-0.425385,10
-0.0553182,-1.422,-0.41787,7
-0.0548767,-1.38258,-0.409807,5
-0.0531815,-1.33217,-0.393225,3
-0.0507359,-1.25942,-0.372908,2
-0.0485178,-1.15941,-0.350744,1
-0.0468424,-1.04442,-0.316486,1
-0.0431173,-0.921064,-0.27584,1
-0.0405539,-0.82116,-0.233929,1
-0.0364293,-0.754913,-0.195,1
-0.0327873,-0.725203,-0.155477,1
-0.031526,-0.724246,-0.11709,1
-0.0285143,-0.709915,-0.0851549,1
-0.0245568,-0.703073,-0.0584694,1
-0.0190818,-0.698203,-0.0382217,1
