0.0647621,-0.926758,-0.209784,5
0.0589599,-0.934208,-0.233836,4
0.0522324,-0.945161,-0.258009,3
0.0364399,-0.965994,-0.285349,3
-0.00684212,-1.00123,-0.318494,3
-0.104312,-1.0874,-0.360182,3
-0.194905,-1.18179,-0.396243,3
-0.252355,-1.26693,-0.416574,3
-0.282726,-1.34769,-0.43187,3
-0.293497,-1.40464,-0.441456,5
-0.29758,-1.44705,-0.444602,7
-0.297835,-1.48048,-0.447472,10
-0.29419,-1.48951,-0.445551,9
-0.28355,-1.48818,-0.442198,7
-0.259785,-1.48124,-0.434963,3
-0.244983,-1.46563,-0.429806,2
-0.25377,-1.40794,-0.413351,1
-0.286048,-1.28013,-0.383196,1
-0.326871,-1.12006,-0.354846,1
-0.36659,-0.949238,-0.323703,1
-0.383919,-0.879099,-0.303951,1
-0.389194,-0.92569,-0.325364,1
-0.38941,-1.05102,-0.384368,1
-0.383793,-1.17924,-0.436188,2
-0.366374,-1.25653,-0.476496,2
-0.32802,-1.28471,-0.506947,3
-0.254102,-1.29008,-0.521057,5
-0.138472,-1.28883,-0.521057,8
-0.0158815,-1.28689,-0.51504,11
0.0913495,-1.27695,-0.504785,14
