0.0115842,-1.04681,-0.263665,16
0.0209341,-1.01267,-0.252146,18
0.0304124,-0.939999,-0.235097,18
0.0377219,-0.84957,-0.205324,19
0.0340447,-0.755575,-0.163017,19
0.0289558,-0.669056,-0.114164,19
0.0183622,-0.625986,-0.0725945,18
0.00798252,-0.614933,-0.0469665,17
0.0149442,-0.613102,-0.0313985,16
0.0368314,-0.61422,-0.0187185,14
0.109533,-0.614708,-0.00860609,12
0.230444,-0.633048,0.00263765,11
0.304191,-0.643962,0.00396641,11
0.318341,-0.625157,0.00620954,11
0.31786,-0.556615,0.00386667,10
0.322093,-0.531974,0.00734753,10
0.323068,-0.530038,0.00212188,12
0.325782,-0.525819,-0.00360355,16
0.326234,-0.524564,-0.00836309,18
0.33909,-0.52779,-0.0172016,19
0.410668,-0.572346,-0.030493,19
0.439189,-0.679005,-0.068909,19
0.448934,-0.845797,-0.133138,19
0.448934,-0.918312,-0.220449,19
0.448934,-0.92159,-0.250722,19
0.448587,-0.925484,-0.257876,18
0.435669,-0.921226,-0.255835,17
0.350623,-0.921226,-0.258309,15
0.150132,-0.924028,-0.261241,14
-0.0455801,-0.929402,-0.266399,13
