-0.20755,-0.985341,-0.340501,8
-0.297692,-0.999541,-0.357338,8
-0.374479,-1.00639,-0.382208,7
-0.398571,-1.02198,-0.389578,7
-0.398571,-1.02872,-0.390417,6
-0.393755,-1.05218,-0.381911,6
-0.362505,-1.07947,-0.363719,6
-0.331454,-1.10896,-0.355645,6
-0.287067,-1.12425,-0.339725,7
-0.194278,-1.12984,-0.343018,6
-0.0678564,-1.1286,-0.359248,6
0.00257513,-1.13187,-0.406512,6
0.00739742,-1.12399,-0.471467,6
0.00511363,-1.12125,-0.492977,5
7.18624e-05,-1.10337,-0.499283,5
-0.0108793,-1.06039,-0.501877,5
-0.0777232,-1.02338,-0.500839,5
-0.197471,-1.00954,-0.497511,5
-0.274125,-1.01091,-0.488931,6
-0.305751,-1.00847,-0.513252,6
-0.32529,-1.00561,-0.571948,6
-0.327055,-0.99707,-0.585852,5
-0.32696,-1.01247,-0.596263,5
-0.32151,-1.05332,-0.603372,5
-0.298728,-1.11381,-0.603372,5
-0.257508,-1.1405,-0.59753,6
-0.179524,-1.14827,-0.570256,6
-0.111989,-1.14532,-0.491662,6
-0.0698481,-1.14336,-0.323923,7
-0.0437185,-1.14044,-0.21413,9
