0.182927,-0.803136,-0.159414,7
0.246312,-0.739063,-0.15575,7
0.294427,-0.683735,-0.151151,8
0.31501,-0.66033,-0.141393,9
0.329259,-0.647806,-0.143645,10
0.331135,-0.646267,-0.148263,13
0.327642,-0.651972,-0.157339,16
0.321284,-0.664021,-0.177039,17
0.299545,-0.690279,-0.199746,18
0.234042,-0.754628,-0.231556,19
0.11253,-0.867447,-0.259579,19
0.0194617,-0.935895,-0.28822,19
-0.0262246,-0.924633,-0.287376,19
-0.0260625,-0.823861,-0.264543,19
-0.0155364,-0.676054,-0.210161,19
-0.0166156,-0.580928,-0.149083,19
-0.0178134,-0.532309,-0.104054,18
-0.0223794,-0.509664,-0.0730577,16
-0.0247764,-0.496178,-0.0610174,13
-0.0302013,-0.49068,-0.0541853,9
-0.0257369,-0.491531,-0.0537741,7
0.0161505,-0.50235,-0.0545829,9
0.0944247,-0.522706,-0.0648874,13
0.193396,-0.554294,-0.07673,16
0.279717,-0.594111,-0.0949916,18
0.309065,-0.652255,-0.13724,18
0.312515,-0.747396,-0.205907,18
0.310082,-0.857667,-0.277339,18
0.308418,-0.957896,-0.333078,18
0.304793,-1.04883,-0.373171,18
