0.132767,-0.972524,-0.15929,6
0.10015,-0.97704,-0.166383,5
0.0542825,-0.979978,-0.174378,4
-0.00257908,-0.980285,-0.181769,3
-0.057086,-0.969018,-0.189221,2
-0.114239,-0.939278,-0.207085,2
-0.182738,-0.934764,-0.233851,1
-0.258617,-0.963773,-0.267375,1
-0.338528,-1.02345,-0.314672,1
-0.39999,-1.092,-0.374224,1
-0.432209,-1.1664,-0.441376,2
-0.440775,-1.23468,-0.507976,3
-0.443236,-1.30651,-0.564773,4
-0.442688,-1.35223,-0.611039,7
-0.434165,-1.36972,-0.641853,10
-0.41467,-1.37294,-0.656583,13
-0.37031,-1.37308,-0.66108,14
-0.300067,-1.37089,-0.660494,13
-0.192078,-1.36208,-0.656252,10
-0.0783718,-1.33817,-0.644726,6
0.00052244,-1.29431,-0.623467,4
-0.00470719,-1.21643,-0.587,2
-0.0815507,-1.1129,-0.540979,2
-0.178414,-1.02268,-0.480501,2
-0.233832,-0.966506,-0.41255,2
-0.257789,-0.974466,-0.352226,2
-0.263422,-0.992062,-0.297012,2
-0.263422,-0.988951,-0.24925,2
-0.263298,-0.988183,-0.216526,3
-0.259065,-0.987894,-0.19886,4
