0.0565268,-0.965474,-0.271622,8
0.0551012,-0.968285,-0.276714,8
0.0539486,-0.971695,-0.280348,8
0.0533273,-0.97442,-0.283632,8
0.0564961,-0.975503,-0.283649,8
0.063128,-0.976387,-0.284794,8
0.0729127,-0.977791,-0.288585,8
0.0819712,-0.979673,-0.291222,8
0.0939171,-0.982885,-0.295927,8
0.107435,-0.986932,-0.301979,9
0.118725,-0.989342,-0.30467,9
0.125037,-0.993859,-0.308357,9
0.134214,-0.995049,-0.3144,9
0.128391,-0.99482,-0.318163,9
0.115462,-0.99466,-0.318566,9
0.0776114,-0.994097,-0.318385,8
0.0064105,-0.993011,-0.324001,8
-0.0825293,-0.994255,-0.325781,8
-0.163841,-0.99292,-0.326651,8
-0.225705,-0.98945,-0.32637,8
-0.274079,-0.986515,-0.323218,8
-0.308709,-0.984254,-0.320132,8
-0.331415,-0.981028,-0.317925,8
-0.3443,-0.980374,-0.312342,8
-0.35002,-0.978913,-0.302981,8
-0.352996,-0.977979,-0.293684,9
-0.352271,-0.978183,-0.281999,8
-0.347273,-0.974467,-0.266702,9
-0.337211,-0.971999,-0.254389,9
-0.321134,-0.968445,-0.24658,9
