-0.0218415,-0.935765,-0.155444,5
-0.0235351,-0.938386,-0.16143,4
-0.0268625,-0.940808,-0.168987,3
-0.0331794,-0.944016,-0.174986,3
-0.0368041,-0.940231,-0.173297,2
-0.0428412,-0.941536,-0.171221,2
-0.0479195,-0.963389,-0.179109,1
-0.0562122,-0.993513,-0.192875,1
-0.0638383,-1.04744,-0.216599,1
-0.0782427,-1.13975,-0.250006,1
-0.100806,-1.22513,-0.285539,1
-0.140394,-1.28222,-0.323818,2
-0.197716,-1.3189,-0.34739,4
-0.267939,-1.33084,-0.361688,6
-0.342811,-1.33474,-0.375375,8
-0.40245,-1.33387,-0.384405,11
-0.44048,-1.32103,-0.390173,12
-0.456904,-1.29896,-0.397592,12
-0.461469,-1.26139,-0.40438,11
-0.46112,-1.2111,-0.411189,10
-0.454594,-1.15004,-0.417146,9
-0.436213,-1.09002,-0.418416,8
-0.402262,-1.04469,-0.416528,8
-0.339266,-1.00763,-0.410767,8
-0.22699,-0.991307,-0.401536,8
-0.0815932,-0.982061,-0.395687,8
0.0507458,-0.982834,-0.384325,8
0.130804,-0.977518,-0.373558,8
0.180501,-0.97378,-0.354838,9
0.213498,-0.970365,-0.328224,9
