-0.109975,-0.971415,-0.147404,15
-0.101021,-0.897617,-0.126828,16
-0.0641743,-0.79503,-0.103805,16
0.000829364,-0.70245,-0.0717178,16
0.10744,-0.632579,-0.0424394,16
0.239894,-0.581037,-0.0157584,16
0.374145,-0.562165,-0.0071473,15
0.475452,-0.555974,-0.0025956,16
0.517587,-0.554857,-0.00759386,16
0.532133,-0.557133,-0.0146758,17
0.534871,-0.57466,-0.0282581,17
0.534871,-0.635767,-0.0454,18
0.530997,-0.726807,-0.0701423,18
0.495803,-0.802332,-0.107219,18
0.428576,-0.810169,-0.140594,18
0.294064,-0.750047,-0.161522,18
0.224258,-0.692241,-0.173862,17
0.266852,-0.655756,-0.174922,17
0.376597,-0.63998,-0.169114,16
0.473836,-0.638705,-0.174275,16
0.511833,-0.639565,-0.184397,17
0.522678,-0.642807,-0.200812,17
0.523839,-0.657227,-0.226823,18
0.523027,-0.696718,-0.266994,18
0.512352,-0.749868,-0.300012,18
0.484766,-0.783248,-0.317658,18
0.420269,-0.810149,-0.333838,18
0.286818,-0.841482,-0.360433,18
0.149682,-0.852307,-0.382446,18
0.021394,-0.853981,-0.393343,16
