-0.136105,-0.985759,-0.213468,8
-0.174832,-0.992592,-0.221858,8
-0.219528,-0.998405,-0.22884,8
-0.266491,-1.00317,-0.235772,8
-0.313757,-1.00473,-0.240963,8
-0.35718,-1.00776,-0.246194,7
-0.388159,-1.00988,-0.251275,7
-0.403658,-1.00837,-0.256798,7
-0.405629,-1.00735,-0.257581,7
-0.395206,-1.00537,-0.260261,7
-0.374404,-0.999055,-0.263483,6
-0.340965,-0.993736,-0.263751,6
-0.27646,-0.987754,-0.257702,5
-0.19817,-0.976543,-0.24588,4
-0.107103,-0.963965,-0.232649,3
-0.0340378,-0.952101,-0.225266,2
0.0215496,-0.943298,-0.228661,1
0.0297212,-0.945443,-0.232635,1
0.00626097,-0.959643,-0.243589,1
-0.00446115,-0.993178,-0.259967,1
-0.00732519,-1.08577,-0.288634,1
-0.0143178,-1.20513,-0.329965,1
-0.0171177,-1.32014,-0.369581,1
-0.0141995,-1.37585,-0.399022,3
-0.00910105,-1.39126,-0.422837,4
-0.00305619,-1.3941,-0.441861,6
0.0118986,-1.39387,-0.442935,10
0.0265321,-1.38864,-0.441598,14
0.0396719,-1.37197,-0.438869,16
0.051087,-1.34582,-0.434422,16
