0.104481,-1.12229,-0.223533,7
0.0531166,-1.13223,-0.228824,5
-0.0318532,-1.13862,-0.235327,3
-0.140736,-1.13969,-0.243979,3
-0.258791,-1.12096,-0.253032,2
-0.361156,-1.1003,-0.272645,1
-0.430259,-1.12744,-0.306014,1
-0.473049,-1.22235,-0.354798,1
-0.501908,-1.31902,-0.411466,1
-0.514563,-1.37402,-0.46771,2
-0.513321,-1.40121,-0.505174,3
-0.51007,-1.41472,-0.521095,4
-0.485056,-1.41833,-0.526724,5
-0.421311,-1.41556,-0.527233,3
-0.343577,-1.3999,-0.520339,2
-0.244164,-1.3524,-0.504896,1
-0.182246,-1.25866,-0.46975,1
-0.142983,-1.14499,-0.429389,1
-0.11896,-1.0545,-0.413684,1
-0.107229,-1.02097,-0.425425,1
-0.109598,-1.09648,-0.483732,1
-0.112734,-1.22458,-0.565438,1
-0.120749,-1.30775,-0.629042,1
-0.167084,-1.33472,-0.665488,2
-0.214721,-1.34568,-0.677495,4
-0.243267,-1.34657,-0.68281,4
-0.252693,-1.34359,-0.68169,5
-0.251443,-1.33519,-0.677773,7
-0.251443,-1.30924,-0.662823,7
-0.249658,-1.21796,-0.628968,7
