0.00471736,0.095355,0.00471736,0
0.0961798,0.00212148,0.0961798,0
0.0628536,0.00103415,0.0628536,0
0.00169197,0.0915982,0.00169197,0
0.0523168,0.0406368,0.0523168,0
0.0402341,0.0512229,0.0402341,0
0.0561333,0.0700062,0.0561333,0
0.0529736,0.0898185,0.0529736,0
0.0854405,0.0711332,0.0854405,0
0.0520972,0.0626957,0.0520972,0
0.0444037,0.0547575,0.0444037,0
0.103189,0.0388218,0.103189,0
0.0991404,0.0512102,0.0991404,0
0.0688205,0.0556594,0.0688205,0
0.0749853,0.0546855,0.0749853,0
0.105986,0.033747,0.105986,0
0.0650411,0.0814386,0.0650411,0
0.0115586,0.073375,0.0115586,0
0.0503151,0.0106617,0.0503151,0
0.0519188,0.0103672,0.0519188,0
