0.000743684,-0.937227,-0.257399,0
-0.0316138,-0.95045,-0.275802,0
0.0303445,-0.958877,-0.262394,0
-0.0133675,-0.97459,-0.248946,0
-0.0234332,-0.9517,-0.246411,0
-0.00398989,-0.959194,-0.219727,0
0.00121985,-0.960205,-0.283151,0
-0.025359,-0.950891,-0.285463,0
0.00852388,-0.94158,-0.285632,0
0.00999137,-0.974301,-0.214702,0
-0.00102814,-0.963303,-0.198384,0
0.00560325,-0.94837,-0.28773,0
0.0184405,-0.948363,-0.280812,0
0.0122272,-0.961415,-0.251722,0
0.00142679,-0.93102,-0.284743,0
0.00564494,-0.937277,-0.284242,0
-0.0239159,-0.943175,-0.300033,0
-0.0174894,-0.924097,-0.259631,0
0.00126474,-0.966778,-0.241757,0
0.0116454,-0.964638,-0.236176,0
