0,0.0379338,-0.854202,-0.385284,0
0.015783,0.0379338,-0.854202,-0.379984,0
0.033471,0.0379338,-0.860001,-0.370141,0
0.050281,0.0379338,-0.864972,-0.367004,0
0.067021,0.0414874,-0.872132,-0.369615,0
0.083818,0.0445333,-0.881168,-0.366554,0
0.100667,0.0471441,-0.888914,-0.369229,0
0.117419,0.0458283,-0.895553,-0.376823,0
0.134228,0.0447005,-0.904144,-0.378031,0
0.151058,0.0437339,-0.911507,-0.379067,0
0.167851,0.0429053,-0.917818,-0.385255,0
0.184638,0.0457486,-0.923228,-0.385259,0
0.201516,0.0481858,-0.924965,-0.385263,0
0.218976,0.0538284,-0.929353,-0.374666,0
0.235287,0.0551113,-0.933115,-0.376183,0
0.251483,0.0562109,-0.942138,-0.377483,0
0.268674,0.0607071,-0.955672,-0.378597,0
0.285414,0.0645609,-0.97597,-0.379552,0
0.302207,0.0678642,-1.00207,-0.385671,0
0.319021,0.067142,-1.04183,-0.390916,0
0.335837,0.0558622,-1.08752,-0.400711,0
0.352648,0.0319796,-1.13827,-0.414407,0
0.369494,0.00084802,-1.18468,-0.426147,0
0.386361,-0.043604,-1.22445,-0.441509,0
0.403139,-0.088813,-1.25275,-0.449377,0
0.41998,-0.131117,-1.2712,-0.450821,0
0.436734,-0.167378,-1.27542,-0.446758,0
0.453552,-0.202012,-1.26164,-0.422076,0
0.470352,-0.235252,-1.23243,-0.37972,0
0.487155,-0.263743,-1.19869,-0.332815,0
0.503965,-0.284611,-1.14948,-0.27671,0
0.520867,-0.298944,-1.087,-0.22862,0
0.538275,-0.300568,-1.01605,-0.1874,0
0.554674,-0.298407,-0.943636,-0.152069,0
0.571338,-0.278787,-0.86417,-0.132385,0
0.587815,-0.244202,-0.78156,-0.120813,0
0.604883,-0.207451,-0.707851,-0.105595,0
0.621702,-0.158181,-0.647571,-0.08195,0
0.638538,-0.10529,-0.604602,-0.0563831,0
0.655335,-0.0492936,-0.57067,-0.0450686,0
0.672147,0.00225675,-0.544486,-0.0353705,0
0.688951,0.0571035,-0.524941,-0.042958,0
0.705772,0.118329,-0.513988,-0.0388614,0
0.72256,0.181469,-0.513298,-0.02475,0
0.739534,0.235589,-0.521405,-0.00735455,0
0.756359,0.292639,-0.534153,0.00225584,0
0.772983,0.352199,-0.550879,0.0051933,0
0.78999,0.410357,-0.571015,0.0024111,0
0.806763,0.460208,-0.599872,2.63543e-05,0
0.82354,0.510044,-0.636205,-0.0179178,0
0.8404,0.55276,-0.681845,-0.0438985,0
0.857181,0.582267,-0.729664,-0.0714677,0
0.874695,0.604005,-0.785149,-0.0950985,0
0.89094,0.619084,-0.841406,-0.115353,0
0.907132,0.628456,-0.895425,-0.138015,0
0.924398,0.625828,-0.947527,-0.157439,0
0.941144,0.602254,-1.00088,-0.168788,0
0.957933,0.550065,-1.05242,-0.162616,0
0.974729,0.491118,-1.09949,-0.152025,0
0.991526,0.408609,-1.13694,-0.132348,0
1.00834,0.313013,-1.16613,-0.115481,0
1.02515,0.213305,-1.18536,-0.0957241,0
1.04195,0.120734,-1.19604,-0.0893896,0
1.05878,0.0271733,-1.1965,-0.09456,0
1.07558,-0.0601288,-1.18819,-0.0883918,0
1.09239,-0.134959,-1.17238,-0.0778047,0
1.10924,-0.195546,-1.15882,-0.06343,0
1.12605,-0.251031,-1.1443,-0.0564089,0
1.14281,-0.29859,-1.12895,-0.0556908,0
1.15963,-0.342908,-1.1187,-0.0709753,0
1.17643,-0.380895,-1.10991,-0.0840764,0
1.19389,-0.406348,-1.09947,-0.100606,0
1.21034,-0.424611,-1.09053,-0.114774,0
1.22709,-0.436712,-1.07996,-0.126918,0
1.24348,-0.439977,-1.06801,-0.142627,0
1.26052,-0.435668,-1.05486,-0.140192,0
1.2773,-0.431975,-1.03779,-0.132805,0
1.29418,-0.42881,-1.02027,-0.121173,0
1.31092,-0.415436,-0.996543,-0.105903,0
1.32779,-0.400419,-0.96751,-0.0928145,0
1.34451,-0.38044,-0.933926,-0.0815956,0
1.36155,-0.352654,-0.90224,-0.0719794,0
1.37834,-0.318177,-0.866382,-0.0690369,0
1.39514,-0.274412,-0.832747,-0.0824149,0
1.41198,-0.233344,-0.801018,-0.0938817,0
1.42887,-0.19459,-0.773821,-0.10901,0
1.44562,-0.147158,-0.74761,-0.127278,0
1.46242,-0.0958416,-0.725144,-0.164136,0
